CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
4372155,1/7/15 16:32,,1/7/15 16:34,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"955 CORBETT AVE, SAN FRANCISCO, CA, 94131",8,Upper Market,"(37.751641927491, -122.443587669059)",Voice In,
4372015,1/7/15 16:15,1/7/15 21:23,1/7/15 21:23,Closed,Case Completed - resolved: 10-98 Cut up and hauled away,DPW Ops Queue,Tree Maintenance,Damaged Tree,Fallen tree,"160 MONTEREY BLVD, SAN FRANCISCO, CA, 94131",7,Sunnyside,"(37.731739064104, -122.438838621684)",Voice In,
4370997,1/7/15 13:35,1/30/15 2:14,1/30/15 2:14,Closed,Case Completed - resolved: the juniper shrub was pruned within a few days of me inspecting. The stop sign is visible at 101 genebern,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking traffic signal,"101 GENEBERN WAY, SAN FRANCISCO, CA, 94112",9,St. Mary's Park,"(37.733409917584, -122.424923778125)",Voice In,
4370790,1/7/15 12:52,1/8/15 20:22,1/8/15 20:22,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Tree Maintenance,Damaged Tree,Fallen tree,"442 TEHAMA ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.780343767729, -122.405450314303)",Voice In,
4370672,1/7/15 12:28,1/15/15 8:04,1/15/15 8:04,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Prune request to make clearance around street light at corner of Dolores and 24. ::  Closed By CMMS SO 459649.   BUF Action:Prune. date completed - 1/15/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking street lights,"1070 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Dolores Heights,"(37.752295859641, -122.425461972971)",Web Self Service,
4370368,1/7/15 11:20,3/12/15 12:00,3/12/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:limb damage,  injury from passing vehicles..   BUF Action:Inspect. date completed - 3/12/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Other enter additional details below,"20 DASHIELL HAMMETT ST, SAN FRANCISCO, CA, 94108",3,Nob Hill,"(37.790475024928, -122.407846957573)",Voice In,
4369373,1/7/15 7:39,,1/8/15 6:27,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Fallen tree,"155 APPLETON AVE, SAN FRANCISCO, CA, 94110",9,Holly Park,"(37.738777168004, -122.421529419337)",Voice In,
4376531,1/8/15 21:25,1/16/15 12:00,1/16/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Smaller stature Ficus, less than 30' x 20' spread. Sidewalk repairs completed, no damage. Lion-tailed. Trunk wound and previous limb failure in secondary lateral. No decay. One inclusion remains. Would not push to remove as a priority..   BUF Action:Inspect. date completed - 1/16/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,About to fall,Intersection of FILLMORE ST and HERMANN ST,8,Duboce Triangle,"(37.7702430650824, -122.430073525612)",Voice In,
4376345,1/8/15 19:13,2/5/15 2:01,2/5/15 2:01,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Sprinkler system issues,Intersection of LAGUNA HONDA BLVD and VASQUEZ AVE,7,Laguna Honda,"(37.7458348907116, -122.457917125241)",Voice In,
4375895,1/8/15 16:25,1/12/15 9:26,1/12/15 9:26,Closed,Case Completed - resolved:  Area is currently be maintained bu BUF crews. Medians are scheduled out to be completed with in 2 weeks.,DPW BUF Queue,Tree Maintenance,Landscaping,Other,"541 DIVISADERO ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.774419150779, -122.437871535589)",Open311,
4375872,1/8/15 16:19,1/15/15 12:00,1/15/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created to remove and replace dead tree.   BUF Action:Inspect. date completed - 1/15/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1939 DIVISADERO ST, SAN FRANCISCO, CA, 94115",2,Lower Pacific Heights,"(37.787665457489, -122.440559523947)",Open311,
4375870,1/8/15 16:19,1/15/15 3:46,1/15/15 3:46,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking signs,Intersection of 11TH AVE and KIRKHAM ST,7,Inner Sunset,"(37.7602176648696, -122.468190828138)",Web Self Service,
4375868,1/8/15 16:18,2/6/15 7:35,2/6/15 7:35,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Overgrown Tree,Blocking sidewalk,"180 LAURA ST, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.711538129184, -122.452288206239)",Voice In,
4375702,1/8/15 15:44,1/16/15 12:10,1/16/15 12:10,Closed,Case Completed - resolved: removed hanger,DPW BUF Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"490 31ST AVE, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.780126023585, -122.491023161903)",Open311,
4375615,1/8/15 15:25,2/5/15 11:09,2/5/15 11:09,Closed,Case Completed - resolved: CALTRANS tree,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of SAN BRUNO AVE and WILDE AVE,10,Portola,"(37.7166500463354, -122.39982804043)",Open311,
4374969,1/8/15 13:06,2/19/15 9:33,2/19/15 9:33,Closed,Case Completed - resolved: Rec&PARK PROPERTY. Will follow-up w/ any additional actions or info after verifying Ed Reisken letter and who maintains tree.,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"391 FILBERT ST, SAN FRANCISCO, CA, 94133",3,Telegraph Hill,"(37.801669117995, -122.406043807615)",Voice In,
4374916,1/8/15 12:55,1/14/15 12:00,1/14/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:tree has same lean as before curb and sidewalk installation. there are no signs of movement..   BUF Action:Inspect. date completed - 1/14/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,About to fall,"126 HIGHLAND AVE, SAN FRANCISCO, CA, 94110",9,Holly Park,"(37.737244656146, -122.42310391521)",Voice In,
4374885,1/8/15 12:51,1/15/15 3:30,1/15/15 3:30,Closed,Case Completed - resolved: Already reported,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of 9TH AVE and NORIEGA ST,7,Golden Gate Heights,"(37.7547093725226, -122.465662156585)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54aeedc0df865a110397bf06/report.jpg
4374872,1/8/15 12:50,1/15/15 3:30,1/15/15 3:30,Closed,Case Completed - resolved: Already where these trees,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of 10TH AVE and NORIEGA ST,7,Golden Gate Heights,"(37.7546679369273, -122.466729782594)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54aeed6ddf865a110397befa/report.jpg
4374849,1/8/15 12:46,1/15/15 3:41,1/15/15 3:41,Closed,Case Completed - resolved: initiate fine process,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1900 11TH AVE, SAN FRANCISCO, CA, 94116",7,Golden Gate Heights,"(37.75262189486, -122.467507030668)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54aeecb1df865a110397beee/report.jpg
4374719,1/8/15 12:24,1/21/15 12:00,1/21/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Trees severely pruned/ topped. There are high voltage lines and cables. Will review street view history to assess possible fine..   BUF Action:Inspect. date completed - 1/21/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1 COSO AVE, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.746624655266, -122.418076389362)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54aee787df865a110397be88/report.jpg
4374631,1/8/15 12:05,1/9/15 12:00,1/9/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 1/9/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of FILLMORE ST and PAGE ST,5,Lower Haight,"(37.7730394033696, -122.430628943346)",Open311,
4374369,1/8/15 11:17,5/7/15 10:08,5/7/15 10:08,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Weeding,Intersection of MINERVA ST and PLYMOUTH AVE,11,Oceanview,"(37.7157878559156, -122.456079652587)",Voice In,
4373920,1/8/15 10:10,1/9/15 3:56,1/9/15 3:56,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Damaged Tree,Hanging limb,"2600 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",9,Portola,"(37.728683209767, -122.404206224536)",Voice In,
4373883,1/8/15 10:04,2/4/15 4:28,2/4/15 4:28,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Shrubbery blocking visibility,"1229 ULLOA ST, SAN FRANCISCO, CA, 94116",7,West Portal,"(37.741321038917, -122.46922217832)",Voice In,
4372970,1/8/15 4:39,3/9/15 4:01,3/9/15 4:01,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Other,Intersection of BAY SHORE BLVD and RAYMOND AVE,10,Visitacion Valley,"(37.7118176848928, -122.403279481189)",Integrated Agency,
4379799,1/9/15 18:27,,1/9/15 18:27,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Sewer damage tree roots,"23 CORTLAND AVE, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.740893699204, -122.422161952429)",Web Self Service,
4379480,1/9/15 16:47,1/16/15 9:10,1/16/15 9:10,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Overgrown Tree,Near communication line,"2350 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",11,Cayuga,"(37.716533727961, -122.444251776469)",Voice In,
4379397,1/9/15 16:20,,3/17/15 10:54,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Other enter additional details below,"110 LOOMIS ST, SAN FRANCISCO, CA, 94124",10,Apparel City,"(37.742277731864, -122.404638449881)",Web Self Service,
4379380,1/9/15 16:15,1/14/15 12:00,1/14/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created told owner to replant or pay in lieu fee .   BUF Action:Inspect. date completed - 1/14/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"4121 18TH ST, SAN FRANCISCO, CA, 94114",8,Castro,"(37.760668420601, -122.435478888207)",Web Self Service,
4379057,1/9/15 15:08,1/12/15 12:00,1/12/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:the 2 trees at the address are safe and only contacting low voltage wires & communication wires. There are no low branches that can hit anyone in the face. I seeno issues with these trees.   BUF Action:Inspect. date completed - 1/12/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Near communication line,"65 HOMESTEAD ST, SAN FRANCISCO, CA, 94114",8,Upper Market,"(37.749810249528, -122.439291820068)",Voice In,
4378678,1/9/15 13:49,1/20/15 4:12,1/20/15 4:12,Closed,Case Completed - resolved: These are all property owner maintain trees whoever owns the residential property is above the garage on the building and is responsible for the maintenance of the trees,DPW Ops Queue,Tree Maintenance,Damaging Property,Hitting window or building,Intersection of 22ND ST and BARTLETT ST,9,Mission,"(37.755365821445, -122.419857821104)",Voice In,
4378577,1/9/15 13:28,1/20/15 12:27,1/20/15 12:27,Closed,Case Completed - resolved: 3500 block of 3rd St (southbound)  on 3rd St (wsouthbound) at intersection of 3rd St @ Burke St  prune 6 Eucalyptus trees that also blocking the traffic signal at Burke St and a green freeway sign at Custer St a little bit furthe south on 3rd St at the corner,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of 3RD ST and BURKE AVE,10,Central Waterfront,"(37.7450705185821, -122.387128606002)",Integrated Agency,
4378574,1/9/15 13:27,,1/9/15 13:36,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"1005 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.754711680475, -122.427536806586)",Voice In,
4377958,1/9/15 11:29,1/10/15 11:39,1/10/15 11:39,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"1155 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.779366006107, -122.413579412909)",Integrated Agency,
4377800,1/9/15 11:00,1/10/15 7:49,1/10/15 7:49,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"1411 CHURCH ST, SAN FRANCISCO, CA, 94131",8,Dolores Heights,"(37.748251204862, -122.426917750708)",Voice In,
4377799,1/9/15 11:00,1/10/15 7:51,1/10/15 7:51,Closed,Case Completed - resolved: Gave to Channel 6,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1145 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.779497281616, -122.413413395153)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54b02556df865a110397c98a/1420829880508.jpg
4377760,1/9/15 10:54,1/9/15 12:41,1/9/15 12:41,Closed,Case Completed - resolved: called Muni Central #71--- clear,DPW Ops Queue,Tree Maintenance,Damaged Tree,Hanging limb,"1155 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.779366006107, -122.413579412909)",Voice In,
4377553,1/9/15 10:12,1/16/15 4:27,1/16/15 4:27,Closed,"Case Completed - resolved: SS inspected. Similar Service Requests have reported illegal pruning. Will issue fine from desk, by end of January.",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"2931 HARRISON ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.750588162174, -122.411386909993)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54b01a1cdf865a110397c90c/report.jpg
4377495,1/9/15 10:03,,1/9/15 10:03,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"2 CONNECTICUT ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.766022781991, -122.397985934655)",Web Self Service,
4377322,1/9/15 9:31,1/12/15 12:00,1/12/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 1/12/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Dead tree,"135 ALBION ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,"(37.764256114734, -122.422653496524)",Voice In,
4376900,1/9/15 8:22,,1/9/15 8:25,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"966 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Dolores Heights,"(37.754000200613, -122.425625265247)",Voice In,
4376766,1/9/15 7:26,2/26/15 2:23,2/26/15 2:23,Closed,Case Completed - resolved: no overgrown brush at Ocean and Junipero intersection. Need specific location.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,Intersection of JUNIPERO SERRA BLVD and OCEAN AVE,7,Merced Manor,"(37.7312054765231, -122.472160169375)",Voice In,
4381621,1/10/15 15:41,,1/10/15 15:43,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of CLAYTON ST and WALLER ST,5,Cole Valley,"(37.7688646688509, -122.448389638603)",Voice In,
4381243,1/10/15 13:30,1/17/15 9:02,1/17/15 9:02,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,"6 STEINER ST, SAN FRANCISCO, CA, 94117",8,Duboce Triangle,"(37.769533830349, -122.43133628448)",Voice In,
4381012,1/10/15 12:00,,1/10/15 12:01,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"3904 26TH ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,"(37.748606122671, -122.427416978055)",Voice In,
4380913,1/10/15 11:21,1/22/15 12:00,1/22/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created for pruning recommendation..   BUF Action:Inspect. date completed - 1/22/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"650 5TH ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.775664641278, -122.397877534553)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54b17bb7df865a110397dd2e/report.jpg
4380887,1/10/15 11:09,3/13/15 8:10,3/13/15 8:10,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Overgrown Tree,Pruning request,Intersection of ALEMANY BLVD and SENECA AVE,11,Cayuga,"(37.7186339913204, -122.441317671109)",Voice In,
4380565,1/10/15 9:39,1/29/15 11:17,1/29/15 11:17,Closed,Case Completed - resolved: SS inspected 01/15/15. There are at least 5 empty basins along Post. Will forward to Rec&Park.,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1606 SCOTT ST, SAN FRANCISCO, CA, 94115",5,Lower Pacific Heights,"(37.784901754606, -122.437656445912)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54b163dbdf865a110397d92c/report.jpg
4384331,1/11/15 22:10,1/14/15 12:56,1/14/15 12:56,Closed,Case Completed - resolved: The sidewalk here is passable there is at least a 42 6 foot by 8 foot high half of travel that is not blocked by the tree also these all of these trees will soon be removed and replaced with a more appropriate species they are all infested with myoporum thrip.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking sidewalk,"2968 SLOAT BLVD, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.735747359281, -122.505814733362)",Web Self Service,
4384303,1/11/15 21:46,1/29/15 4:32,1/29/15 4:32,Closed,Case Completed - resolved: SS inspected 01/29/15. Caller needs to leave more info on location; there are several trees here I quickly inspected. Considering this resolved. Please have caller re-submit if issue persists. Did not find any tree that was cracking. Several trees here being girdled by grates. These issues and poor condition of trees unless hazardous will be addressed by Better Market Street Plan,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1 MARKET ST, SAN FRANCISCO, CA, 94105",3,Financial District,"(37.79383556954, -122.394783364365)",Voice In,
4384040,1/11/15 18:51,1/14/15 7:11,1/14/15 7:11,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,Intersection of BUSH ST and POLK ST,3,Lower Nob Hill,"(37.7886989430043, -122.420307009752)",Voice In,
4384037,1/11/15 18:49,1/17/15 8:41,1/17/15 8:41,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,Intersection of BUSH ST and HYDE ST,3,Lower Nob Hill,"(37.7891101286065, -122.417016912967)",Voice In,
4383481,1/11/15 14:40,,1/21/15 7:03,Open,,DPW BUF Queue,Tree Maintenance,Landscaping,Other,Intersection of BANKS ST and TOMPKINS AVE,9,Bernal Heights,"(37.7370345919251, -122.412857611486)",Web Self Service,
4383449,1/11/15 14:27,1/20/15 3:08,1/20/15 3:08,Closed,Case Completed - resolved: Request Letter Sent.   letter to be sent to homeowner explaining regs.  em &ss,DPW Ops Queue,Tree Maintenance,Damaging Property,Property damage,Intersection of BURNETT AVE and VISTA LN,8,Upper Market,"(37.7526244500784, -122.444816141917)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54b2f8addf865a110397ea07/photo_20150111_142509.jpg
4383380,1/11/15 14:00,1/14/15 6:47,1/14/15 6:47,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,Intersection of CHRISTMAS TREE POINT RD and TWIN PEAKS BLVD,7,Clarendon Heights,"(37.7540430034269, -122.447209693469)",Voice In,
4383347,1/11/15 13:47,1/24/15 9:59,1/24/15 9:59,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Overgrown Tree,Pruning request,"445 BRYANT ST, SAN FRANCISCO, CA, 94107",6,South Beach,"(37.782190520592, -122.394480461943)",Open311,
4383262,1/11/15 13:09,2/18/15 2:18,2/18/15 2:18,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Remove garden debris,Intersection of COLERIDGE ST and KINGSTON ST,9,Bernal Heights,"(37.7413137856767, -122.421264095343)",Voice In,
4383008,1/11/15 11:24,1/12/15 5:05,1/12/15 5:05,Closed,"Case Completed - resolved: SS inspected 01/08/15 per SR #1625658 and took photos of severe pruning. To evaluate for possible fine at desk. If fine leveled, will do so by end of month.",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"4100 19TH ST, SAN FRANCISCO, CA, 94114",8,Castro,"(37.759399506533, -122.435146642037)",Open311,
