City,State,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
New Hope,MN,2201,3.702502317,80,10.3393,3.3051,197800,0.661577608,3.343782654,0.027805865,69.7,0.164198606,0.026525199,102.5
King of Prussia,PA,2203,2.551436515,73.33,8.2424,3.8548,277000,0,-0.216138329,0.010545126,25.2,0.089042996,0.021806854,86
Kenmore,WA,2204,9.213160334,72.22,2.7888,1.2481,477200,0.294241278,7.139649753,0.058210394,35.3,0.070999739,0.033088235,64
Mountlake Terrace,WA,2205,7.456904541,100,7.8739,3.1784,302300,0.934891486,9.291395517,0.055229904,28,0.114105505,0.040201005,47
Takoma Park,MD,2206,3.328081557,72.73,3.8462,4.9799,459300,0.065359477,1.056105611,0.008519486,22.9,0.095824778,0.032142857,110
Affton,MO,2207,4.012048193,76.47,6.2963,6.5211,137500,0.438276114,5.93220339,0.029730909,37.9,0.144871795,0.01837985,69
Madison,OH,2208,0.918443003,75,16.765,10.1111,125900,-0.079365079,-0.237717908,0.024853058,44.3,0.173021375,0.091819699,131
Rosamond,CA,2209,5.291010195,62.5,4.6087,3.8498,170600,0.887049083,8.939974457,0.055521688,42.1,0.29317453,0.0390625,76
Gainesville,VA,2222,2.907321594,62.5,6.7669,1.151,440300,0.090929757,2.039397451,0.00658869,14.3,0.124745861,0.038416764,98
South Whitehall Township,PA,2227,3.788693234,82.35,8.3804,1.3291,209500,0.095556617,1.354620223,0.018181384,27.3,0.139405204,0.043076923,112
Twinsburg,OH,2233,3.769230769,55.56,10.8334,2.4672,189700,0.37037037,1.934443847,0.02953611,41.6,0.079051383,0.055882353,102.5
Granite Bay,CA,2235,8.663577386,93.75,4.1825,2.6698,665300,0.574452003,4.018136335,0.038944837,65.4,0.051099228,0.029069767,92
Ojai,CA,2238,9.22150139,100,2.9091,3.1901,663600,0.438928409,7.727272727,0.043407173,44.5,0.04109589,0.021505376,98
Enumclaw,WA,2246,4.380908248,92.31,14.9697,4.0168,320400,0.659754948,5.152609124,0.048336454,116.8,0.10060241,0.050898204,88
Berlin,MD,2250,2.198331789,76,6.8096,4.6482,198800,0.404040404,1.428571429,0.008973843,36.1,0.160228157,0.05987055,178
El Sobrante,CA,2256,7.897126969,100,10.2564,2.5102,444700,1.045216996,11.59347553,0.036159208,48.9,0.071409324,0.056603774,56.5
Zebulon,NC,2263,3.367933272,92.86,12.2059,1.7475,135400,0,-1.884057971,0.022252585,23.5,0.106947697,0.032846715,112
Belmont,NC,2267,8.032437442,80,3.3333,0.9891,146600,0.548696845,4.864091559,0.034106412,23.3,0.112359551,0.013888889,95
Southbury,CT,2269,2.017608897,37.5,11.6006,1.9974,252100,0.278440732,1.899757478,0.022935343,73.9,0.118403781,0.042128603,122.5
Glassboro,NJ,2273,1.65060241,83.33,6.7329,2.439,173800,0.230680507,1.164144354,0.014349827,48.2,0.161003236,0.14321608,127
Dallas,OR,2276,9.371640408,100,2.6042,5.7573,204900,0.787014265,11.05691057,0.056002928,33.3,0.090564248,0.036649215,116.5
Stanwood,WA,2280,6.568118628,91.67,5.1365,2.6951,341600,0.29359953,7.488986784,0.054862412,37.8,0.101413645,0.045454545,78.5
Edgewood,MD,2284,0.089898054,66.67,43.1151,14.5138,154000,-0.388098318,0.064977258,0.005493506,121.8,0.2617713,0.083511777,147
Dumfries,VA,2294,1.823911029,80.65,12.4629,3.607,328800,0.12180268,2.080099348,0.008163017,24.1,0.184751011,0.02466332,96
Erlanger,KY,2297,2.569045412,50,6.3333,5.0121,112500,0.17809439,2.087114338,0.026373333,31.2,0.125531915,0.038983051,96
Sun City,CA,2303,4.697868397,86.96,9.855,4.8575,209500,0.431447747,9.800838574,0.070095465,57.5,0.145380006,0.028199566,120
Bainbridge Island,WA,2304,9.432808156,80.65,1.282,2.0947,628200,1.306240929,14.65595912,0.051405603,37.9,0.04760724,0.015625,58.5
Eastlake,OH,2308,1.060240964,77.78,29.2989,5.1592,109700,-0.7239819,-3.348017621,0.028596171,51.7,0.200981808,0.046695402,115
American Canyon,CA,2316,4.796107507,85.71,15.2661,2.9607,453300,-0.044101433,9.281581485,0.035936466,58.5,0.115099926,0.054662379,82
Green Valley,AZ,2317,1.685820204,62.5,5.7014,3.3546,153400,0,-0.06514658,0.033774446,64.9,0.173073763,0.028659058,91
Vestavia Hills,AL,2322,8.596848934,77.14,4.8297,1.7461,317000,0.316455696,6.483036614,0.04811041,45.2,0.106249671,0.008517893,120
Limerick,PA,2325,3.511584801,58.33,6.1817,1.0023,273500,0.477590007,0.514516722,0.011729433,26.3,0.094602219,0.045725646,97
Point Pleasant,NJ,2327,4.227988879,77.27,4.0001,1.4827,329500,0.091130012,1.760345893,0.012163885,30.8,0.072447859,0.103030303,148
Cimarron Hills,CO,2331,7.770157553,100,8.6801,4.6119,185200,0.597501358,6.19266055,0.030480562,78.7,0.11081881,0.020771513,80
East Hill-Meridian,WA,2341,5.514365153,88.24,13.981,6.2497,314100,0.899453903,11.30403969,0.060264247,53.4,0.108307803,0.039933444,63
Niles,OH,2357,0.879518072,83.33,10.7143,4.389,60700,0,-3.803486529,0.001878089,43.2,0.239583333,0.052473763,114.5
Whitehall,OH,2359,1.597775718,80,27.8017,3.5348,66900,0.45045045,4.205607477,0.028550075,96.4,0.25619353,0.042093288,80
Dover,NJ,2361,2.083410565,77.78,3.9216,1.8218,279000,0.143575018,-0.993612491,0.00902509,77.9,0.157650696,0.178921569,142
Big Lake,MN,2362,4.367006487,77.78,17.9261,5.6881,183100,0.8815427,4.568817818,0.031884216,155.5,0.126116373,0.012875536,120.5
Bethany,OK,2366,4.568118628,100,8.2479,4.2016,101700,0.197044335,1.294820717,0.023854474,74,0.081269013,0.005347594,106
Miamisburg,OH,2370,2.756255792,78.57,10.4447,5.8114,126500,0.636435959,2.429149798,0.03087747,51.9,0.164244677,0.037037037,93
York,SC,2371,2.889712697,90,9.8778,6.2119,144800,0.485773768,3.576537911,0.02823895,37.1,0.101046993,0.055421687,84
Phelan,CA,2374,4.55699722,66.67,11.0701,2.6897,235400,-0.29648454,5.750224618,0.059902294,70.3,0.239532619,0.020325203,90
Iselin,NJ,2375,2.211306766,92.86,6.6177,4.2828,258100,-0.116099071,-4.548816568,-0.001080976,35.8,0.138102525,0.072022161,149
Tinton Falls,NJ,2378,3.736793327,80,2.0952,1.922,309000,-0.515132003,-0.09699321,0.010686084,38.5,0.077553409,0.098113208,131
Windsor Township,PA,2379,1.619091752,45.45,13.767,4.0412,167100,0.300120048,2.957486137,0.018132855,36.5,0.150305715,0.051895102,110
Newton,NC,2382,2.610750695,68.42,14.9056,4.9422,91000,0.110011001,-0.871459695,0.033043956,25.7,0.138047138,0.050997783,135
Howard,WI,2383,8.450417053,100,3.2838,0.8997,173500,0.173210162,5.279126214,0.025959654,29.7,0.070030013,0.024489796,103
White Bear Lake,MN,2386,7.743280816,90,9.9062,1.0735,198600,0.455235205,3.329864724,0.029254783,41.5,0.108946424,0.007058824,93
Camden,SC,2387,1.11862836,85.71,11.7304,3.8365,91200,-0.327868852,-9.970384995,0.046030702,58.9,0.162563501,0.043269231,150.5
Pleasantville,NJ,2390,0.017608897,66.67,38.5215,16.169,92800,-0.429184549,-8.84086444,-0.027887931,147.3,0.419961427,0.274397245,167
Hopkins,MN,2393,3.888785913,40,17.4383,4.3964,191700,0.947867299,1.751592357,0.027934272,66,0.120615911,0.014184397,97
Westlake Village,CA,2398,7.937905468,85.71,3.507,4.8326,932200,0.528415831,7.421064761,0.041114568,33.7,0.033244681,0.03,98.5
Manor Township,PA,2399,4.516218721,76.92,2.8397,2.3837,171100,-0.349446709,-1.269474899,0.006785506,19.3,0.088685015,0,91
Cudahy,WI,2402,2.622798888,66.67,5.9687,3.5354,128500,0.469116497,-1.001540832,0.013011673,47.6,0.158798283,0.054054054,110
Marlboro,NJ,2406,7.051899907,81.82,4.1666,1.5841,484500,0.248292986,1.423487544,0.011104231,15.9,0.041234141,0.097902098,134
Colonia,NJ,2407,1.836886006,90.91,12.1875,2.3789,318700,0.157133878,-1.23954137,0.0068246,23.7,0.083308271,0.111913357,125
Sachse,TX,2413,9.623725672,95.24,2.1277,3.0508,220700,0.546697039,12.89002558,0.061884912,27.8,0.038958148,0.022857143,77
Washougal,WA,2416,8.836886006,92.59,5.3737,3.4547,302700,0.698602794,11.53279293,0.04304592,30.2,0.083622685,0.024221453,89
Foothill Farms,CA,2418,4.696014829,83.33,18.2386,5.2933,211600,1.730769231,12.01694018,0.068511342,86.5,0.17773992,0.041533546,71
Dumont,NJ,2421,4.528266914,100,7.6331,5.1702,341300,0.441436139,1.698450536,0.013521828,32,0.107305138,0.100977199,149
Taft,CA,2430,2.958294717,100,16,7.2565,114500,-0.348128808,6.018518519,0.050270742,69.8,0.271052632,0.045307443,95
Woodbridge Township,NJ,2435,0.850787766,85.71,15.8556,2.6401,241800,-0.206355757,-3.511572227,0.005103391,64.2,0.187171793,0.134268537,149
Lindsay,CA,2436,5.746987952,100,13.608,3.76,151000,-0.066181337,8.011444921,0.055072848,54.3,0.21125731,0.034602076,89
Northfield,OH,2438,3.786839666,57.14,7.4487,2.441,167300,0.23966447,1.148730351,0.030233114,24.4,0.111229038,0.04389313,98.5
Anacortes,WA,2444,9.71918443,79.31,1.0903,1.3335,326500,0.523399015,13.68384401,0.02407657,30.7,0.064720366,0.005434783,114
Vernon Township,NJ,2446,0.544022243,20,3.3442,1.0848,195100,0.154004107,-0.560652396,0.011435161,107.9,0.265554464,0.170412492,153
Great Falls,VA,2448,4.524559778,81.25,5.5,1.8825,1065100,0.028174305,-3.62830257,-0.007046287,6.5,0.045624787,0.014925373,161
Tallmadge,OH,2450,6.101019462,87.5,17.386,1.7612,152000,0.529100529,5.044920525,0.027605263,32.6,0.094820018,0.030864198,95
Centerville,OH,2457,7.540315107,57.14,2.1779,1.661,167000,0.240096038,2.895871842,0.037682635,18.2,0.107910758,0.019964198,88.5
Tanque Verde,AZ,2458,3.892493049,55.56,13.7698,1.2901,349100,0.287273772,1.897256276,0.039226583,44.7,0.1165234,0.019125683,98
Manchester Township,PA,2460,1.469879518,66.67,10.0298,7.176,189500,0.370762712,3.778751369,0.018126649,30.9,0.185038119,0.068669528,104.5
Elmwood Park,NJ,2465,3.93141798,100,5.1176,3.0045,311000,0.549628193,-1.144310235,0.003630225,37.4,0.153880071,0.11747851,149
Gaston,SC,2466,4.268767377,100,26.8516,4.7967,76900,1.184210526,6.362378976,0.039115735,76.5,0.125509372,0.103896104,119
Independence,KY,2470,3.260426321,76.92,13.8333,3.9134,154900,0.194049159,4.239569314,0.029948354,39.3,0.097789116,0.029565217,87.5
Mint Hill,NC,2475,5.638554217,76,4.7717,1.5446,217700,0.740397964,3.814973772,0.029026183,43.3,0.105187835,0.058956916,153.5
Town of Cedarburg,WI,2483,9.282669138,87.5,4.0152,1.2041,262900,0.458540313,5.87998389,0.026181057,18.6,0.063132087,0.009708738,116
Boiling Springs,SC,2487,5.080630213,68.18,4.843,1.9539,128200,0.234558249,4.653061224,0.030569423,60.7,0.092936803,0.068235294,115
Hibbing,MN,2490,3.652455978,85,7.4928,4.0686,81800,0.61500615,7.068062827,0.027958435,62.3,0.211338058,0.027613412,106
Mount Holly,NC,2491,1.97034291,71.43,13.0417,2.275,133600,0.149925037,2.769230769,0.02501497,37.5,0.119558909,0.055825243,95
Four Corners,OR,2492,4.240963855,90.91,20.3383,9.6396,161300,1.446540881,12.7972028,0.062610043,66.8,0.114104596,0.069444444,90
Mukilteo,WA,2493,8.844300278,94.74,3.8889,1.8117,469700,0.149253731,9.359720605,0.056380669,28.6,0.107052543,0.023622047,89
Portland,TN,2496,6.466172382,95.83,14.393,4.3362,128800,0.625,7.154742097,0.025954969,57.5,0.09136164,0.032051282,115.5
Hawthorne,NJ,2501,3.035217794,66.67,3.8462,3.5648,339500,0.088443396,0.562796209,0.009646539,30.1,0.121194379,0.101449275,156
Kingsburg,CA,2504,7.564411492,100,7.4866,3.889,236100,0.510855683,6.112359551,0.031342651,33.9,0.144851728,0.023266728,83
Hope Mills,NC,2506,0.646895273,53.33,17.4216,13.5418,128500,0,0.390625,0.037657588,52,0.266741071,0.037656904,140
Mountain Top,PA,2508,4.544022243,50,2.6875,4.8304,165900,-0.300480769,-1.892371378,0.016184448,19.3,0.096087708,0.018001115,148
Midlothian,TX,2509,9.63021316,93.75,3.425,2.5892,204000,0.691016782,12.21122112,0.0615,40.4,0.057781202,0.016666667,75
Waukee,IA,2510,8.886932345,92.59,2.4621,0.828,230200,0.524017467,7.822014052,0.039339705,41.6,0.084901546,0.006669735,87.5
Newtown Township,PA,2513,6.720111214,66.67,5.4412,0.8962,350400,-0.170940171,2.396259497,0.014794521,11.8,0.056752874,0.034810127,112.5
Royse City,TX,2517,9.254865616,95.45,2.532,2.5509,166600,0.361445783,12.94915254,0.057695078,29.1,0.055470893,0.038461538,83
Concord,MO,2531,8.997219648,71.43,1.9231,3.1118,192300,0.312989045,7.791479821,0.038632345,20.1,0.075646401,0.016166282,77
Hercules,CA,2532,5.28081557,81.25,7.8544,1.2754,506200,0.356859635,8.719931271,0.029055709,47.8,0.105723746,0.03803132,59
Ocean Acres,NJ,2535,0.185356812,73.68,18.905,13.0072,226500,0.044169611,-0.395778364,0.007580574,79.7,0.151080676,0.134560907,147
Cortland,OH,2541,5.125115848,81.82,6.4643,3.9871,116500,0.171969046,2.824360106,0.023656652,30.3,0.124090007,0.045333333,121
New Cumberland,PA,2546,3.39944393,75,7.8999,1.9364,156400,0.192184497,0.968366688,0.018606138,17,0.094094744,0.044827586,85
Exeter,CA,2553,7.848934198,100,4.8077,5.0365,194800,0.464156782,7.862679956,0.051011294,60.2,0.192262603,0.021341463,89
New Milford,NJ,2555,5.551436515,66.67,4.0074,2.1398,365000,0.357437448,2.845872077,0.014221918,29.7,0.085210979,0.153846154,149
Yelm,WA,2556,3.710843373,83.33,12.1024,7.0977,197400,0.662927078,8.34248079,0.040759878,66,0.277540867,0.053777209,107
West Norriton,PA,2567,2.113994439,85,8.1198,6.5112,188100,-0.212201592,-2.336448598,0.001360978,33,0.106768586,0.032332564,129.5
Lower Allen Township,PA,2569,5.22613531,89.47,6.6057,2.2418,164600,-0.121359223,0.672782875,0.019848117,29.4,0.077975376,0.039473684,109
Chapin,SC,2579,4.34939759,88.89,8.9199,4.2338,187900,0.535045479,2.453653217,0.037370942,30.6,0.110552764,0.039393939,100
West Whittier-Los Nietos,CA,2580,5.700648749,83.33,7.3112,2.8468,414200,0.533980583,9.316442333,0.022450507,97.5,0.073054526,0.050724638,76
Summerville,SC,2586,3.705282669,77.91,10.1285,5.8536,175800,0.113895216,3.778040142,0.023714448,35.9,0.121361986,0.048157122,114
Laguna Woods,CA,2594,7.977757183,91.67,6.5929,0.8027,302300,0.699533644,6.29395218,0.013962951,41.5,0.073190135,0.010869565,100
Lemay,MO,2600,2.214087118,66.67,8.9044,8.0393,88700,0,3.742690058,0.030383315,80.8,0.197178192,0.02385159,84.5
Fillmore,CA,2607,9.019462465,100,8.3333,1.6428,377900,1.150963597,10.95126248,0.057724266,52.2,0.127165444,0.045524492,79
Rancho Mirage,CA,2610,4.112140871,76.92,8.6847,3.9387,489000,0.451930978,0.92879257,0.047398773,42.9,0.094330855,0.02955665,94
Twentynine Palms,CA,2631,0.720111214,72.73,46.1364,10.2151,95900,0.313807531,-0.621761658,0.047695516,109.4,0.43554007,0.042666667,124
Joppa,MD,2648,0.218721038,60,20.3781,7.5982,208700,0.433108758,-1.090047393,-0.003809296,59.1,0.164964407,0.05065666,164.5
Mesquite,NV,2653,3.476367006,33.33,7.9695,2.4603,184300,0.054288817,3.365114975,0.044123711,64.2,0.162485747,0.045614035,112
Marana,AZ,2654,2.056533828,66.67,14.8453,2.979,221400,0.13568521,2.121771218,0.039345077,103.5,0.273471594,0.031797354,106
Evans,CO,2658,9.170528267,94.44,5.4474,1.9664,191900,0.946870068,15.32451923,0.050609693,55.5,0.06212766,0,55
Anderson,CA,2666,2.327154773,100,10.0981,5.567,173300,0.289351852,-1.140901312,0.017501443,88.3,0.212635549,0.033259424,94
West Milford,NJ,2667,1.398517146,75,6.9205,7.9162,247200,0,2.700457,0.014902913,42.2,0.188645239,0.128980892,156
Covington,WA,2682,3.553290083,93.75,21.2095,6.0732,298100,0.336587008,10.40740741,0.059788662,70.9,0.098205965,0.048635824,57.5
Aurora,OH,2687,6.899907322,100,5.25,2.0338,236900,-0.462184874,-1.660440017,0.034867033,23.1,0.081387592,0.024590164,105
Goodlettsville,TN,2688,5.142724745,95.24,8.5494,2.8406,184300,0.600436681,3.830985915,0.01643516,36.2,0.070688879,0.025477707,62
Bonita,CA,2711,8.802594995,100,5.3388,3.2321,589600,1.010793216,11.87855787,0.040161126,71.3,0.109907121,0.018779343,73
Town of Warwick,NY,2714,0.376274328,60,8.2574,6.3148,265900,0.188394876,1.295238095,0.010534035,84.9,0.142440889,0.121349904,176
Havre de Grace,MD,2716,1.415199259,75,22.0292,4.8201,236200,1.156316916,2.517361111,0.00604149,56.1,0.183201268,0.048442907,153
Charles Town,WV,2717,0.779425394,54.55,13.679,2.3268,211700,0.331753555,-0.094384143,0.009641001,44.4,0.202116402,0.041884817,84.5
Ogden,NY,2721,6.742354032,88.24,4.0486,3.3736,149300,0.201342282,1.289009498,0.018653717,14.8,0.036196319,0.042372881,102
Forest Hill,MD,2728,3.597775718,70.59,11.136,3.3134,317300,0.474984167,1.633568225,0.007989285,42.5,0.074901445,0.063157895,119
Hanover,PA,2729,1.177015755,70,20.9465,8.4414,127100,0,2.83171521,0.020456334,42.9,0.197866783,0.044554455,142
Lusby,MD,2736,0.028730306,77.27,29.6568,12.0329,202400,0.098911968,-1.508515815,-0.012771739,84.3,0.27988415,0.083725306,170.5
Upper Saucon Township,PA,2738,7.899907322,100,9.0909,1.6108,268600,0.486344931,1.858172165,0.017814594,35.7,0.086145249,0.023687307,111
Trussville,AL,2753,6.439295644,81.25,7.9438,3.8314,222300,0.315884477,4.858490566,0.029788574,49.4,0.101731602,0.023210832,144
Jonesborough,TN,2764,4.804448563,90,12.79,6.5774,130700,0.306983883,3.075709779,0.030122418,41.7,0.1019678,0.024122807,123.5
Abington,PA,2766,2.590361446,88.1,6.8049,2.9786,246900,-0.242424242,0.162271805,0.006946132,30.2,0.099417094,0.051250933,123
Ashland,VA,2768,6.324374421,90.91,1.3158,3.7958,222800,0.134831461,3.96640224,0.02537702,42.8,0.118993135,0.034615385,110
Cottage Grove,OR,2772,0.768303985,66.67,16.2143,12.1388,167700,0.419161677,3.327171904,0.028240906,36.3,0.175058095,0.088495575,159.5
Morrison,CO,2774,9.711770158,95.83,5.6579,1.8255,349600,1.01126842,16.64998332,0.052102403,55.8,0.033389276,0,73
Forks Township,PA,2779,0.997219648,63.64,9.6873,3.0211,234200,0.256849315,-1.389473684,0.012139197,53.5,0.130523256,0.080178174,118
West Puente Valley,CA,2780,6.08897127,100,5.3476,3.5943,389200,0.542495479,5.588714053,0.014555498,70,0.085642317,0.066176471,76
Town of Tiverton,RI,2783,2.482854495,50,9.9166,2.4559,234600,0.042643923,4.127829561,0.043465473,38.4,0.137335835,0.054644809,112.5
Manassas Park,VA,2788,2.15291937,91.67,10.3333,4.7197,258600,0.427184466,1.770956316,0.006434648,27.6,0.163895993,0.027308192,94
Horsham,PA,2794,5.59592215,90,7.6923,1.2855,238800,-0.16722408,1.74691095,0.012336683,22.3,0.089981096,0.029411765,112
Sun Valley,NV,2807,5.900834106,85.71,5.9172,4.5239,205600,1.230920729,18.50144092,0.053263619,77.2,0.118165785,0.052238806,48
Greensburg,PA,2809,6.980537535,83.33,5.6553,3.0683,134400,0.074460164,1.587301587,0.02328125,18.9,0.110378913,0.019900498,124.5
Calabasas,CA,2816,6.0639481,100,1.9643,2.5368,1016500,0.256435546,-1.891709294,-0.00533694,103.8,0.032581454,0.025641026,84.5
Covington,TN,2818,1.043558851,100,18.2303,8.2609,92600,-0.643776824,-3.340292276,0.049211663,55.9,0.186375321,0.031034483,93
Mountain Brook,AL,2828,9.415199259,86.21,2.5856,3.7948,557500,0.649936812,7.646263757,0.047944395,22.9,0.072900653,0,136
Piqua,OH,2833,2.287303058,82.35,25.1224,9.581,73400,0.410396717,5.459770115,0.033787466,47.5,0.175759135,0.027818448,92.5
Ramsey,NJ,2835,5.253938832,61.11,5.2632,1.7895,509700,0.196579516,-0.254403131,0.007380812,17.2,0.043369176,0.099173554,149
Tipp City,OH,2852,8.370713624,100,9.1407,0.9073,160100,0,2.104591837,0.037232979,19.9,0.10554461,0.021333333,110.5
Holland,OH,2854,3.384615385,75,16.9231,1.7545,174400,0.172314762,2.107728337,0.027895642,47.7,0.110956522,0.047021944,100
La Vista,NE,2857,8.821130677,80,6.6852,1.3675,156200,0.514800515,5.114401077,0.036261204,29,0.049872123,0.019230769,75
Maumelle,AR,2858,2.683966636,56.52,6.6839,5.1281,193600,0.051679587,-0.717948718,0.024845041,40.5,0.116150164,0.019522777,129.5
Kernersville,NC,2869,5.656163114,72.22,4.4754,2.8501,154800,-0.064557779,3.406813627,0.038908269,31.2,0.098351205,0.031652989,117
Elizabeth Township,PA,2882,4.406858202,88.89,16.1172,1.225,106700,0.376293509,2.892960463,0.022746017,23.9,0.102204265,0.047975628,98
Sherrelwood,CO,2890,9.528266914,100,6.591,2.4564,226400,1.206973625,21.72043011,0.064293286,63.7,0.068607898,0.011627907,62
Huntingtown,MD,2896,2.045412419,50,6.4584,5.8796,380500,0.688012702,1.008760287,0.005061761,48.7,0.157163222,0.040816327,164
Wendell,NC,2898,5.511584801,100,11.2153,2.9583,143000,0.069979006,5.069801616,0.036524476,29.2,0.08508203,0.040358744,90.5
Oak Park,CA,2903,9.701575533,100,7.0455,1.8637,729600,0.773480663,6.092773011,0.035361842,46.4,0.054216867,0.007936508,79
Coto de Caza,CA,2913,9.499536608,87.5,3.8636,2.2066,948700,2.418223038,13.34528076,0.019739644,33.9,0.061965439,0.025352113,80
Robbinsdale,MN,2916,2.670991659,91.67,10.841,7.1537,163200,0.927643785,2.965299685,0.029031863,71.2,0.160459928,0.027807487,90
Rockaway Township,NJ,2917,3.990732159,75.86,1.1628,1.705,310500,0.193610842,-0.988520408,0.008834138,33.3,0.09567176,0.124643557,142.5
Copley,OH,2918,5.196478221,83.33,13.4423,5.1653,183700,0.547345375,3.086419753,0.026673925,32.8,0.083958557,0.021276596,95
Clark,NJ,2921,8.585727525,92.86,4.8077,2.6006,407900,0.616674889,3.554201574,0.021169404,17.2,0.058661417,0.046979866,139
Clifton,CO,2928,2.159406858,100,23.125,28.4807,136300,0.294334069,6.818181818,0.039801908,102.7,0.265657261,0.059585492,90
Clayton,OH,2929,1.229842447,66.67,16.6644,5.6947,118900,0.337552743,-0.999167361,0.034079058,39,0.245792453,0.03932231,122
Kaufman,TX,2932,6.618164968,80,5.5556,4.9226,114700,1.504424779,12.45098039,0.052685266,51,0.113693467,0.044198895,77
Allouez,WI,2939,5.121408712,66.67,6.2295,1.0155,140900,0.071022727,4.758364312,0.025443577,27.7,0.122388859,0.01750547,89
Oakton,VA,2940,3.96570899,68.42,4.1666,3.103,720500,-0.027750798,-1.40941434,-0.002015267,15.4,0.070718232,0,98
Pinole,CA,2948,7.202038925,71.43,6.5662,2.5232,464600,0.824652778,14.09626719,0.046168747,47.5,0.072671443,0.061032864,56.5
Barrington,RI,2961,4.292863763,86.67,4.7917,3.9311,364300,0.137438153,0.774550484,0.043110074,32.7,0.065006468,0.069651741,171
Vermilion,OH,2974,2.386468953,100,15.2598,2.1451,129300,-0.308404009,-3.290949888,0.006109822,17.7,0.138024357,0.051470588,133
Town of Saugerties,NY,2978,1.916589435,77.78,4.5249,4.9519,175100,0.286368843,-2.396878484,0.009537407,61,0.142228093,0.095975232,188
Washington,PA,2984,1.820203892,75,12.7039,3.3737,79800,-0.125156446,-4.77326969,0.005062657,69.1,0.095245567,0.034596376,110
Saint Helens,OR,2990,3.530120482,81.82,11.7348,7.9156,188200,1.291711518,10.64079953,0.040855473,68.4,0.134385201,0.085020243,87.5
La Plata,MD,2997,0.500463392,72.22,9.3284,7.3244,301400,0.199468085,-2.364755426,-0.00300929,38.1,0.22067236,0.053492193,158
Oatfield,OR,3005,7.485634847,91.3,8.2937,4.1952,308900,0.750163079,10.79626973,0.04564584,31.1,0.049777418,0.056910569,67
Pelham,AL,3006,3.944392956,77.78,16.6436,4.0557,168800,0.356718193,1.625526791,0.030586493,47.2,0.112138016,0.016483516,101
Palmer Township,PA,3020,0.963855422,75,13.4123,3.5112,202900,0.296589224,1.602403605,0.01663381,47.3,0.154365997,0.06797235,102
Lake Saint Louis,MO,3025,3.86746988,75,6.2827,4.9102,228200,0.043840421,8.408551069,0.038628396,86.7,0.107014957,0.021653543,80.5
Coolidge,AZ,3033,1.845227062,55.56,25.5209,8.4254,101800,1.192842942,6.596858639,0.034430255,90.3,0.31011045,0.035616438,85
Riverbank,CA,3036,8.853568119,100,7.279,3.1144,237900,0.464527027,11.1682243,0.058297604,58.1,0.12876304,0.030092593,78
Monroe,WA,3038,4.657089898,84.62,14.8333,1.9829,299200,0.200937709,10.56910569,0.058402406,52,0.127604837,0.038306452,61
Milwaukie,OR,3048,6.945319741,95.45,7.2817,4.9771,275800,0.583515682,13.35799425,0.048324873,31.2,0.058107825,0.075812274,53
Sanger,TX,3050,8.791473587,75,15.4978,2.9967,153700,0.523217789,11.6194626,0.052121015,45.8,0.047026279,0.014705882,62
Buckley,WA,3053,3.522706209,80,38.1731,6.4454,289800,0.8,9.482432943,0.056152519,61.3,0.123328566,0.077187126,85
Rio Linda,CA,3065,6.190917516,85.71,8.2913,6.03,237600,0.891719745,10.82089552,0.069776936,86.3,0.158808933,0.021875,71
North Augusta,SC,3071,4.908248378,77.78,4.2579,3.7395,136200,0.368459838,3.652968037,0.0370558,39.8,0.125816878,0.033793334,105.5
Louisville,OH,3072,3.946246525,66.67,14.565,2.2168,128700,0.390015601,2.96,0.033714064,30.6,0.117982099,0.043678161,91
Amelia,OH,3073,1.949026877,80,24.134,7.6569,143500,0.490196078,3.460706561,0.030278746,69.6,0.126267748,0.050200803,95
Fruita,CO,3079,3.179796108,84.62,5.9598,12.8786,216400,0.744878957,6.811451135,0.04116451,84.7,0.164605873,0.044600939,79.5
Altoona,IA,3084,5.401297498,78.95,7.8526,6.0185,180700,0.333148251,4.390525708,0.030564471,44,0.064007145,0.03255814,116
Loudon,TN,3085,7.50695088,71.79,2.4226,2.7961,141200,3.065693431,7.132018209,0.018335694,77.4,0.091363788,0.040145985,171
Bexley,OH,3086,9.026876738,100,3.8462,1.4435,307600,0.391644909,10.4091888,0.044392068,32,0.100242718,0.021791768,80
Girard,OH,3092,3.304911956,100,10.6875,1.8515,68500,-0.145772595,-0.436046512,0.019430657,39.8,0.19173913,0.045351474,114.5
Black Forest,CO,3105,5.078776645,73.33,5.8088,2.7699,430600,0.513538749,4.539936878,0.027078495,49.9,0.123911587,0.013513514,99
New Kensington,PA,3118,3.101019462,100,21.6495,4.9995,79400,-0.125786164,-1.854140915,0.022644836,45.3,0.101381662,0.040707965,122.5
Canby,OR,3126,8.101946247,88.24,3.8926,4.1759,280000,0.755667506,7.692307692,0.045935714,33.8,0.056454171,0.04494382,77
Middlesex,NJ,3127,0.690454124,100,11.4333,5.1194,263200,-0.037979491,-1.864280388,0.005243161,50.7,0.132933105,0.109677419,123
Clemmons,NC,3131,5.992585728,73.91,5.4699,2.4426,189700,0.105540897,2.818428184,0.038513442,30.3,0.069526326,0.029239766,114
